1.816013,2
1.970547,3
2.125436,3
2.29678,3
2.432375,3
2.568688,3
2.739941,3
2.894257,3
3.06611,3
3.202712,3
3.426023,3
3.545562,3
3.768571,3
3.905619,3
4.041486,3
4.16108,3
4.384591,0
4.508403,0
4.661826,0
4.942739,1
5.131934,1
5.337054,0
5.439617,0
5.594506,1
5.731472,1
5.834686,1
5.988059,0
6.142417,0
6.297245,1
6.434867,0
6.572268,1
6.692418,0
6.915595,3
7.069325,3
7.188817,3
7.34311,3
7.497618,3
7.61997,3
7.8306,3
7.949902,3
8.122272,3
8.258597,3
8.429498,3
8.617666,3
8.815406,0
8.952084,3
9.122483,1
9.293573,3
9.441709,1
9.578149,3
9.714415,1
9.903182,3
9.971762,1
10.04028,3
10.1406,1
10.19221,3
10.29727,1
10.29727,3
10.39981,1
10.55399,2
11.86793,2
12.04046,3
12.19424,3
12.27955,1
12.45667,3
12.52493,1
12.6958,3
12.84916,1
12.93505,3
13.08912,3
13.19137,1
13.34486,3
13.51534,1
13.56713,3
13.73816,1
13.89444,3
13.94606,0
14.03117,3
14.09961,0
14.20328,3
14.44407,3
14.75805,1
14.75805,3
14.96331,1
14.99755,3
15.18624,1
15.18624,3
15.3568,1
15.3568,3
15.47688,1
15.49384,3
15.59642,1
15.61357,3
15.70773,1
15.76257,3
15.96871,0
15.96871,3
16.14428,0
16.16177,3
16.28115,0
16.2981,3
16.42016,0
16.42016,3
16.48047,0
16.53666,3
16.60513,0
16.65677,3
16.93184,2
17.22979,2
17.57359,2
17.86472,2
18.13785,2
18.32601,1
18.44651,3
18.63478,3
18.73894,1
18.86849,3
18.9204,1
19.00536,3
19.07323,1
19.14158,3
19.2443,1
19.50297,3
19.53687,0
19.67466,3
19.77754,0
19.84534,3
20.08554,3
20.15353,1
20.25587,3
20.34146,1
20.42771,3
20.56426,1
20.76879,2
20.82075,2
20.88854,2
20.97418,2
21.07731,2
21.19718,3
21.2654,1
21.33404,3
21.40199,1
21.45284,3
21.5902,0
21.5902,3
21.71743,0
21.71743,3
21.97379,3
22.11814,3
22.28989,3
22.46116,3
22.59817,3
22.75268,3
22.85462,3
22.95742,3
23.05987,3
23.2473,3
23.38456,3
23.43603,3
23.5042,0
23.60695,3
23.75976,3
23.79425,0
23.91429,3
24.04291,3
24.09422,0
24.16248,3
24.24748,3
24.36652,3
24.50299,0
24.53691,3
24.65584,3
24.80932,3
24.91554,3
25.03489,3
25.03489,3
25.13793,3
25.24837,3
25.31674,3
25.4367,3
25.55729,3
25.64309,3
25.6795,3
25.83358,0
25.95322,3
25.97017,3
26.14056,0
26.14056,3
26.25505,3
26.35795,3
26.48104,3
26.53189,0
26.66987,3
26.90993,0
26.94383,3
27.10444,3
27.25774,3
27.42918,3
27.54889,3
27.68591,3
27.82343,3
27.90969,3
28.04677,3
28.20655,3
28.27489,3
28.51635,3
28.63572,3
28.84094,3
29.01162,0
29.06285,3
29.29387,3
29.32729,0
29.49869,3
29.61792,3
29.75479,3
29.84031,3
29.99398,3
29.99398,3
30.16483,3
30.18178,3
30.31861,3
30.31861,3
30.43796,3
30.71303,2
32.14891,2
32.28551,2
32.42857,2
32.61625,2
32.77626,2
32.95369,2
33.09033,2
33.15879,2
33.23478,2
33.39392,2
33.51426,2
33.72352,2
33.86069,2
34.0141,2
34.10001,2
34.17676,2
34.26224,2
34.65435,2
34.80806,2
34.97955,2
35.13414,2
35.30519,2
35.45975,2
35.61364,2
35.66581,2
35.92274,2
36.05833,2
36.22931,2
36.39997,2
36.53693,2
36.62241,2
36.69083,2
36.77651,2
36.95018,2
37.20699,2
37.32649,2
37.60703,2
37.85933,2
38.08154,2
38.28659,2
38.51284,2
38.73499,2
38.95761,2
39.14558,2
39.3165,2
39.69225,1
39.81184,2
39.88023,1
40.05175,1
40.05175,2
40.13667,2
40.20447,1
40.30723,2
40.39442,1
40.4971,2
40.56689,1
40.65217,2
40.70303,0
40.70303,1
40.77101,2
40.83787,1
41.23215,3
41.45399,0
41.80145,1
42.21843,1
42.21843,3
43.59019,3
44.08698,3
44.46557,3
44.55092,0
44.65368,3
44.72212,0
44.92706,1
45.21821,3
45.38967,3
45.59333,3
45.65295,0
45.88156,3
45.96943,0
46.41414,1
46.55225,1
46.84453,3
47.00044,3
47.08555,0
47.2576,3
47.42888,0
48.30429,1
48.44035,1
48.59488,3
48.67997,0
48.80535,3
48.94308,0
49.30278,3
49.38802,0
49.58666,3
49.74463,3
49.82972,0
50.00026,3
50.10439,0
50.27441,3
50.42779,0
51.28275,1
51.43736,1
51.62606,3
51.67691,0
51.88277,3
51.97607,0
52.35248,3
52.43821,0
52.50729,3
52.6099,0
53.07339,1
53.26068,3
53.41537,0
54.32211,1
54.49296,1
54.66363,1
54.93767,3
54.99759,0
55.18555,3
55.26263,0
55.43282,3
55.45921,0
55.66572,3
55.83687,3
55.93874,3
56.4948,1
56.59666,1
56.7846,0
56.92208,0
57.04131,0
57.21325,3
58.34575,0
58.51721,1
59.54546,1
59.68205,1
59.78618,3
60.05844,3
60.21231,0
60.77777,1
60.91483,1
61.05133,3
61.49535,0
62.28243,2
62.38441,1
62.59272,2
62.75189,1
62.90546,2
63.02493,1
63.21291,2
63.35049,1
63.65829,2
63.98436,2
64.31061,2
64.56824,2
64.68839,2
64.80861,2
64.84261,1
65.13391,2
65.1804,1
65.40309,2
65.52243,1
65.7281,2
65.79598,1
65.88188,2
66.01846,1
66.03541,2
66.32801,2
66.68777,2
66.91442,2
67.10324,2
67.41106,2
67.59949,2
67.89032,2
67.97591,1
68.11259,2
68.25525,1
68.53226,3
68.72807,3
68.77988,2
68.90089,3
68.95206,2
69.20944,0
69.39902,0
69.58764,0
69.88087,1
70.00052,1
70.12153,1
70.26122,1
70.43288,0
70.43288,3
70.50082,1
70.58604,3
70.62019,1
70.6881,3
70.89435,1
71.08374,2
72.29942,2
72.84723,0
72.84723,3
72.9505,0
72.9505,3
73.27654,1
73.65233,2
73.82953,1
73.98293,2
74.09603,1
74.25006,2
74.33491,1
74.48903,1
74.54053,2
74.74483,1
74.88219,2
75.01898,1
75.22401,2
75.3256,1
75.49754,2
75.56599,1
75.71993,1
75.79981,2
75.95294,1
76.14016,2
76.2776,1
76.48199,2
76.60351,1
76.77398,2
76.85873,1
77.01184,1
77.08025,2
77.25079,1
77.45605,2
77.55876,1
77.78744,2
77.87383,1
78.07324,2
78.10773,1
78.26186,1
78.38126,2
78.75008,2
78.99164,2
79.20535,2
79.44427,2
79.70157,2
79.97507,2
80.35159,1
80.47126,1
80.81456,3
80.83152,0
81.02098,3
81.03793,0
81.22536,2
81.48215,2
81.56712,2
81.63491,2
81.73691,2
82.03027,2
82.23659,2
82.48409,1
82.77564,0
82.79259,3
82.94964,1
83.25752,0
83.25752,3
83.41633,1
83.79173,1
83.99679,1
84.20177,0
84.20177,3
84.42437,0
84.42437,3
84.61311,0
84.63039,3
84.92022,1
85.10929,0
85.10929,1
85.31451,1
85.5878,2
85.7082,2
85.82836,2
85.91374,2
86.28944,1
86.47,1
86.72641,0
86.72641,3
86.91431,0
86.93131,3
87.15214,1
87.30598,1
87.45901,1
87.68322,1
87.85587,1
88.06112,1
88.06112,2
88.12934,1
88.21445,1
88.21445,2
88.29984,1
88.29984,2
88.7638,0
88.7638,3
88.98562,0
88.98562,3
89.2262,3
89.26019,0
89.46635,1
89.68131,1
89.88689,1
90.09256,3
90.29675,3
90.51871,3
90.68948,0
90.91252,0
91.10169,0
91.94768,1
92.16949,1
92.35658,1
92.63097,2
93.77958,2
93.92366,0
94.06048,2
94.18034,0
94.3037,2
94.37212,0
94.47444,2
94.66288,0
94.74777,2
94.90064,0
94.93565,2
95.12409,3
95.17533,2
95.35365,3
95.42154,2
95.57632,3
95.67973,2
95.76501,3
95.909,2
96.04489,3
96.11329,2
96.23743,3
96.25688,2
96.47139,1
96.47139,2
96.67693,2
96.74545,1
96.91613,2
96.96738,1
97.13798,2
97.17207,1
97.37708,1
97.37708,2
97.66707,2
97.9268,2
98.09879,2
98.2866,0
98.2866,3
98.35467,1
98.45743,0
98.45743,3
98.5294,1
98.59778,3
98.7184,0
98.7523,3
98.90643,2
99.00927,1
99.16397,2
99.20459,1
99.50378,2
99.7047,2
99.9267,1
99.9267,2
100.0808,1
100.0978,2
100.2344,1
100.2344,2
100.4567,2
100.6791,2
100.8678,2
101.1134,2
101.2679,1
101.2679,2
101.4391,0
101.4391,3
101.4391,3
101.662,0
101.662,3
101.8358,0
101.8358,3
102.0066,1
102.2289,1
102.416,1
102.6552,2
102.7602,0
102.7602,1
102.8284,2
103.0501,1
103.0501,3
103.1867,3
103.2054,1
103.2054,2
103.4963,0
103.6503,0
104.0372,0
104.0372,1
104.0372,2
104.0372,3
104.2082,0
104.2082,1
104.2082,2
104.4148,0
104.4148,1
104.4148,2
104.4321,3
104.6537,2
104.6706,1
104.8938,0
104.8938,1
104.8938,2
105.0309,0
105.0309,1
105.0309,2
105.1879,0
105.1879,1
105.1879,2
105.4669,2
105.6464,1
105.6464,2
105.8001,0
105.8001,1
105.8001,2
106.1438,1
106.1438,2
106.3138,2
106.5004,1
106.5004,2
106.7217,0
106.7217,1
106.7557,2
106.9457,0
106.9457,1
106.9457,2
106.9796,3
107.1655,0
107.1655,1
107.1655,2
107.406,0
107.406,1
107.406,2
107.5426,0
107.5426,1
107.5426,2
107.6957,0
107.6957,1
107.6957,2
107.9518,0
107.9518,1
107.9518,2
108.1538,0
108.1538,1
108.1538,2
108.3589,1
108.3589,2
108.4785,0
108.4785,1
108.4785,2
108.5039,3
108.6231,1
108.777,0
108.777,3
108.9493,0
108.9493,3
109.1726,0
109.1896,3
109.412,0
109.429,3
109.6045,0
109.6215,3
109.7407,0
109.7583,3
109.9134,1
110.0501,1
110.1982,1
110.302,0
110.302,3
110.4926,0
110.5266,3
110.7328,0
110.7497,3
110.9554,1
111.1457,1
111.2667,1
111.4887,3
111.5569,1
111.6762,0
111.7443,1
111.7952,3
111.9148,3
111.9317,0
112.0171,1
112.051,3
112.1362,1
112.1874,0
112.1874,3
112.3238,3
112.3408,0
112.4446,3
112.5493,1
112.5832,3
112.6002,0
112.7028,0
112.7028,3
112.7709,1
112.8051,2
112.9457,0
112.9457,2
112.9457,3
113.2022,2
113.3734,1
113.4427,3
113.4597,0
113.5965,3
113.6135,0
113.7523,0
113.7523,3
113.8718,1
113.8888,3
114.1462,3
114.1652,1
114.1993,1
114.2162,2
114.2162,3
114.4591,0
114.4591,1
114.4591,3
114.7485,1
114.7485,2
115.0722,1
115.0722,2
115.353,2
115.4958,0
115.4958,1
115.4958,2
115.6335,0
115.6335,1
115.6335,2
115.7705,0
115.7705,1
115.7705,2
115.9615,1
116.0467,2
116.1326,2
116.1496,0
116.2005,2
116.2182,0
116.2182,1
116.3297,0
116.3297,1
116.4325,2
116.5182,0
116.5182,3
116.624,0
116.624,1
